,category,text
1698,sugarcane,"Phytoplasma-infected sugarcane plants show a proliferation of tillers, which give it typical grassy appearance, hence the name grassy shoot disease.  The leaves of infected plants do not produce chlorophyll, and therefore appear white or creamy yellow. The leaf veins turn white first as the phytoplasma resides in leaf phloem tissue. Symptoms at the early stage of the plant life cycle include leaf chlorosis, mainly at the central leaf whorl.  Infected plants do not have the capacity to produce food in the absence of chlorophyll, which results in no cane formation. These symptoms can be seen prominently in the stubble crop.  The eye or lateral buds sprout before the normal time on growing cane. A survey of various fields of western Maharashtra showed grassy shoot with chlorotic or creamy white leaves was the most prevalent phenotype in sugarcane plants infected with SCGS."
1699,sugarcane,"Symptoms of sugarcane mosaic virus include intense mottling throughout the laminar region of the plant, characterized by discoloration of the plants leaves, and growth stunting. In maize, the infection occurs first in the youngest leaves with symptoms such as irregular, light or dark green mosaic coloring developing along the veins. The virus can result in severe yield loss of the infected host and the disease eventually leads to necrosis. Diagnosis of sugarcane mosaic virus is achieved first through recognizing the typical light green mosaic pattern of the infection, electron microscopy of leaf dips, as well as virus isolation and purification methods. One diagnosis technique being studied is the next-generation sequencing method (NGS) or sap inoculation, which was found to have a 90% success rate in a 2011 study. NGS could allow quick assessment of disease and be used for routine diagnosis against potential disease-causing agents."
1700,sugarcane,"Sugarcane smut infects all sugarcane species unless the species is resistant. The damage caused depends on the susceptibility of the species. Sugarcane fields are planted using vegetative cuttings from mother plants so they have the same genetic make-up of the parent plant. Seeds are not used in propagation because sugarcane is a multi-species hybrid and therefore is difficult to breed. Sugarcane smuts can also infect some other grass species outside of sugarcane. However, mostly it remains on plants of the genus Saccharum.Two to four months after the fungus has infected the plant, black whip-like structures, instead of a spindle leaf, emerge from the meristem, or growing point, of the plant. The developing whip is a mixture of plant tissue and fungal tissue. The whip reaches maturity between the sixth and the seventh month. When spores that are contained inside the whip are released, the core of the whip remains behind and is a straw-like color.Plants infected with the fungus usually appear to have thin stalks and are often stunted. They end up tillering much more than normal and this results in leaves that are more slender and much weaker. They sometimes appear more grass-like than non-infected plants. Less common symptoms of the disease are stem or leaf galls and proliferating buds."
1701,sugarcane,"Rhizoctonia solani sensu lato causes a wide range of commercially significant plant diseases. It is one of the fungi responsible for brown patch (a turfgrass disease), damping off (e.g. in soybean seedlings), black scurf of potatoes, bare patch of cereals, root rot of sugar beet, belly rot of cucumber, sheath blight of rice, and many other pathogenic conditions.  The fungus, therefore, has a wide host range and strains of R. solani may differ in the hosts they are able to infect, the virulence of infection, selectivity for a given host (which may range from nonpathogenic to highly virulent), the temperature at which infection occurs, the ability to develop in lower soil levels, the ability to form sclerotia, the growth rate, and survival in a certain area. These factors may not always be distinctive in every host that Rhizoctonia attacks or in every strain thereof.R. solani primarily attacks seeds of plants below the soil surface, but can also infect pods, roots, leaves, and stems. The most common symptom of Rhizoctonia is ""damping off"", or the failure of infected seeds to germinate. R. solani may invade the seed before it has germinated to cause this pre-emergent damping off, or it can kill very young seedlings soon after they emerge from the soil. Seeds that do germinate before being killed by the fungus have reddish-brown lesions and cankers on stems and roots.Various environmental conditions put plants at higher risk of infection. The pathogen prefers warmer, wet climates for infection and growth. Seedlings are most susceptible to disease in their early stages.Cereals in regions of England, South Australia, Canada, and India experience losses caused by R. solani every year. Roots are killed back, causing plants to be stunted and spindly. Other non-cereal plants in those regions can experience brown stumps as another symptom of the pathogen. R. solani can also cause hypocotyl and stem cankers on mature plants of tomatoes, potatoes, and cabbages. Strands of mycelium and sometimes sclerotia appear on their surfaces. Roots turn brown and die after a period of time. The best known symptom of R. solani is black scurf on potato tubers,  the scurf being the sclerotia of the fungus."
1702,sugarcane,"One of the most well-known diseases caused by Ceratocystis paradoxa is Black rot or stem-end rot of pineapple, but it can also infect tropical fruit plants such as banana and coconuts as well as sugarcane. The pathogen infects the fruits through wounds or other openings after harvest has already happened and the fruit is fresh.Symptoms for this disease are very obvious black lesions on the fruit, the main infection part of the plant. If the pathogen infects the plant while fruits are still on it, they will prematurely drop. Other symptoms include discoloration of leaves as well as the seeds. The lesions on the fruit evolve to become soft rot spots that produce a heinous odor. The fruit can even get to the point of breakdown.Known hosts:Ananas comosus (pineapple)AraceaeAreca catechu (betelnut palm)Borassus flabellifer (toddy palm)Butia capitataCocos nucifera (coconut)Coffea (coffee)Daucus carota (carrot)Dypsis decaryiElaeis guineensis (African oil palm)EucalyptusHowea forsteriana (paradise palm)Mangifera indica (mango)Musa x paradisiaca (plantain)Phoenix dactylifera (date-palm)Saccharum officinarum (sugarcane)Solanum muricatum (melon pear)Theobroma cacao (cocoa)Zea mays (maize)"
1703,sugarcane,"Sugarcane smut infects all sugarcane species unless the species is resistant. The damage caused depends on the susceptibility of the species. Sugarcane fields are planted using vegetative cuttings from mother plants so they have the same genetic make-up of the parent plant. Seeds are not used in propagation because sugarcane is a multi-species hybrid and therefore is difficult to breed. Sugarcane smuts can also infect some other grass species outside of sugarcane. However, mostly it remains on plants of the genus Saccharum.Two to four months after the fungus has infected the plant, black whip-like structures, instead of a spindle leaf, emerge from the meristem, or growing point, of the plant. The developing whip is a mixture of plant tissue and fungal tissue. The whip reaches maturity between the sixth and the seventh month. When spores that are contained inside the whip are released, the core of the whip remains behind and is a straw-like color.Plants infected with the fungus usually appear to have thin stalks and are often stunted. They end up tillering much more than normal and this results in leaves that are more slender and much weaker. They sometimes appear more grass-like than non-infected plants. Less common symptoms of the disease are stem or leaf galls and proliferating buds."
1704,sunflower,"Alternaria alternata has many different hosts depending on its forma specialis.A. a. f. sp. lycopersici (AAL) infects only certain cultivars of tomato plants and is often referred to as Alternaria stem canker of tomato. AAL's main symptom is cankers in the stem. It resides in seeds and seedlings, and is often spread by spores as they become airborne and land on plants. It can also spread throughout other plants.  Under severe infection, lesions enlarge and become coalesced causing blighting of the leaves. This symptom progression occurred in research done in Pakistan: the symptoms on affected tomatoes started with yellowing and browning of the lower leaves, then began developing on the leaf tips and along the margins of the leaf petiole. This progression continued until the entire leaves were covered in diseased tissue and then fell off. In addition to necrotic leaves and petioles, plants are found to have severe defoliation, with considerable yield losses when it occurs before flowering. The tomato fruit can also be infected as well, with brown cankers dotting them and making them inedible. Once the disease has spread to a certain point, little can be done to save the tomato plant.There are several host factors that affect disease development. For example, various signaling pathways in tomato plants affect their susceptibility to AAL. Salicylic acid promotes resistance to AAL and antagonizes the ethylene response. Ethylene controls the synthesis of jasmonic acid, which is a necessary pathway for immunity. Independently of each other, salicylic acid, ethylene, and jasmonic acid can influence the susceptibility of tomato to AAL. Diagnosis of AAL is often from observing signs and symptoms from this fungal pathogen. In addition, a tomato cultivar's resistance to a toxin produced by AAL also affects disease development."
1705,sunflower,"There are eight different species that cause yield loss of sunflowers; however, Alternaria helianthi is the primary causal agent and most widespread. The main hosts are sunflowers (Helianthus annuus); however, it has been proven that safflower (Carthamus tinctorius), noogoora burr (Xanthium pungens), cocklebur (Xanthium strumarium), and Bathurst burr (Xanthium spinosum) can serve as alternative hosts for the pathogen."
1706,sunflower,"Alternaria alternata has many different hosts depending on its forma specialis.A. a. f. sp. lycopersici (AAL) infects only certain cultivars of tomato plants and is often referred to as Alternaria stem canker of tomato. AAL's main symptom is cankers in the stem. It resides in seeds and seedlings, and is often spread by spores as they become airborne and land on plants. It can also spread throughout other plants.  Under severe infection, lesions enlarge and become coalesced causing blighting of the leaves. This symptom progression occurred in research done in Pakistan: the symptoms on affected tomatoes started with yellowing and browning of the lower leaves, then began developing on the leaf tips and along the margins of the leaf petiole. This progression continued until the entire leaves were covered in diseased tissue and then fell off. In addition to necrotic leaves and petioles, plants are found to have severe defoliation, with considerable yield losses when it occurs before flowering. The tomato fruit can also be infected as well, with brown cankers dotting them and making them inedible. Once the disease has spread to a certain point, little can be done to save the tomato plant.There are several host factors that affect disease development. For example, various signaling pathways in tomato plants affect their susceptibility to AAL. Salicylic acid promotes resistance to AAL and antagonizes the ethylene response. Ethylene controls the synthesis of jasmonic acid, which is a necessary pathway for immunity. Independently of each other, salicylic acid, ethylene, and jasmonic acid can influence the susceptibility of tomato to AAL. Diagnosis of AAL is often from observing signs and symptoms from this fungal pathogen. In addition, a tomato cultivar's resistance to a toxin produced by AAL also affects disease development."
1707,sunflower,"Aster yellows affects a long list of plant species including native plants, annual flowering plants, ornamentals, weeds, and vegetables crops. The largest family affected is the Asteraceae, and ornamental plants commonly infected are asters, marigolds, coreopsis, sunflowers, and purple coneflower.  Regarding vegetable crops, onion, lettuce, celery, and carrot are affected with the latter suffering the greatest losses.The range of characteristic symptoms varies by the phytoplasma strain, timing of infection, plant species, temperature, age, and size of the plant. The symptoms can be mistaken for herbicide damage or virus symptoms.  They include vein clearing until the entire leaf becomes chlorotic, stunting, deformation, virescence (greening of flowers), phyllody (development of leaf-like flower petals), reddening of foliage, reduced root system, and sterility.  Aster yellows does not typically kill perennial host plants. The symptoms caused by the disease are exacerbated by hot climates while some plants in cooler climates may be asymptomatic.Characteristic symptoms specific to the carrot include initial vein clearing and chlorosis, followed by production of many adventitious shoots, with the tops looking like a witches’-broom.  The internodes of such shoots are short as are the leaf petioles.  Young leaves are smaller and dry up while the petioles of older leaves twist and break off.  Any remaining older leaves turn bronze or red late in the season.  Floral parts are deformed and roots are smaller, abnormally shaped, and have woolly secondary roots.  The carrot roots are predisposed to soft rots in the field and storage and taste unpleasant to the consumer."
1708,sunflower,"This virus was first characterized in cucumbers (Cucumis sativus) showing mosaic symptoms in 1934, hence the name Cucumber mosaic. Since then, it has been found to infect a great variety of other plants. These include other vegetables such as squash, melons, peppers, eggplants, tomatoes, beans, carrots, celery, lettuce, spinach, beets, many ornamentals and bedding plants, such as Narcissus, and various weeds. Its presence has been confirmed on every continent of the world, including Antarctica.Symptoms seen with this virus include leaf mosaic or mottling (Fig. 1), yellowing, ringspots, stunting, and leaf, flower and fruit distortion. CMV also induces a type of symptom on leaves known as the ""shoestring"" effect on many host species. This effect causes young leaves to appear narrow and the entire plant to be stunted.Specifically, CMV can cause cucumbers to turn pale and bumpy. The leaves of these plants turn mosaic and their rugosity is often changed, making leaves wrinkled and misshapen. Growth of these plants is usually also stunted and produces few flowers. Often, cucumber fruits are oddly shaped, appear gray, and tested bitter. These appearances lead to them being referred to as ""white pickles"".Tomato plants are usually stunted and have poorly shaped leaves, or ""fernleaf"", when infected by CMV. Also certain strains of CMV can cause partial or total crop loss. CMV in peppers causes slightly different symptoms than the previously mentioned. Pepper plants often have severe foliar damage, shown as mosaic and necrotic rings. Often the peppers themselves are misshapen and contain chlorotic rings and spots. In celery, CMV causes streaking and spotting and can be often confused with symptoms of the celery mosaic virus. Symptoms of CMV in lettuce, such as chlorosis, plant stunting and often do not properly head, can be very similar to those of lettuce mosaic virus.CMV has also been identified in a lesser extent to a number of plant species. It is found to be a minor virus infecting Allium crops. The virus infection causes extensive malformation on garlic plants, and mild malformation to severe necrotic streaks on onion leaves. The severe damages on garlic plants and difficulty of aphids transmission of garlic isolate, were possible causal for the rare CMV on garlic. Genetically, the two onion isolates from Turkey (CMV-14.3Po and CMV-15.5Po) are highly similar to others isolated from various plant species in Mediterranean, European, and East Asian countries. CMV was also detected on American beautyberry, an important wildlife and pollinator food source plant native to North America.In plant tissue this virus makes characteristic viral inclusion bodies which can be diagnostic. They are hexagonal in shape (Fig. 2) and stain both in a protein stain and a nucleic acid stain. The inclusions can also be rhomboidal, may appear hollow (Fig. 2) and can form larger aggregates. The inclusions are not uniformly distributed and can be found in epidermal (Fig. 2), mesophyll, and stomatal cells. These inclusions are made up of virus particles."
1709,sunflower,"Stem canker on sunflower is caused by the fungal pathogen Phomopsis helianthi (teleomorph = Diaporthe helianthi). There are many ""Phomopsis"" species that have a broad host range, but ""Phomopsis helianthi"" is the primary pathogen that infects sunflower, although it has also been seen to infect other, secondary hosts. Some ""Phomopsis"" species have been found to be able to cause disease on several host genera.  Sunflower hosts that found in high densities are particularly susceptible to attack by the pathogen due to the microclimate  formed in crowded areas. This microclimate has a high humidity and allows for infection to proceed rapidly. There has also been recent molecular evidence to suggest there are several genetically distinct species of Phomopsis that can cause disease on the sunflower hosts.Initial symptoms of P. helianthi infection can be found at the attachment of petiole to the stem on the lower portion of the plant. Initial infection will cause brown necrotic regions with a chlorotic border. Eventually these regions will grow into larger, brown to tan lesions and eventually into large cankers. Cankers are found on the stem and will have a sunken border. Cankers can be long, up to 6 inches, but do not appear until flowering. Other early symptoms can include necrosis and bronzing of intervenial areas of leaves at or above the stem lesion. Wilting and death of leaves above the canker also occurs. Leaves above the site of inoculation can also show symptoms of being water soaked. This is sometimes accompanied by leave distortion.  Phomopsis stem canker is also characterized by extensive pith degradation to the point where the stalk is easily crushed under moderate thumb pressure. Wilting is also a typical symptom, and extensive wilting can eventually lead to lodging later in the season. Phomopsis also produces mycotoxins, which can cause additional symptoms such as premature ripening or early plant death.Disease identification is facilitated by observation of fruiting structures. Perithecia are found on cortical tissues and will produce globular to sub-cylindrical asci with two-celled ascospores. It has been observed that isolates from stem canker in the United States will readily form perithecia when grown in culture, but those from Europe will not. This suggests that there may be several species or biotypes of Phomopsis that cause stem canker worldwide. Pycnidia, the asexual fruiting bodies, can be detected on the stem and leaf lesions throughout the disease cycle. They are embedded in the tissue, dark brown and globular. The conidia come in two types, but the most common is beta conidia that are threadlike, hyaline and can be curled or straight."
1710,sunflower,"F. solani is a very generalistic fungal specie and has been known to infect peas, beans, potatoes, and many types of cucurbits. There has been increasing evidence that F. solani  can also act as a causal agent of mycoses in humans. F. solani can also cause damping off, corn rot, and root rot, as well as sudden death of soybeans(SDS). Symptoms include general plant decline, wilting, and large necrotic spots on tap roots. Recently the pathogen has also done serious damage to olive trees throughout the mediterranean. F. solani has been and remains a serious economic disease in North and South America."
1711,sunflower,"Gibberella fujikuroi is most widely known for its disease producing capabilities in rice, but barley, millet, sugarcane and maize are also susceptible. In all infected plants, similar symptoms have been found, though rice has been most predominantly studied. The most telltale symptom of Bakanae is the tall, spindly look of the plant. This is a result of the gibberellins, or growth hormones, the fungus secretes. Infected plants are easy to pick out, then, as they often rise above the rest of the healthy plants with regularly secreted growth hormones.  However, it is also possible that stunting may occur, along with Chlorosis of the leaves of the plant, root lesions, or empty grains of plants grown to maturity."
1712,sunflower,"There are eight different species that cause yield loss of sunflowers; however, Alternaria helianthi is the primary causal agent and most widespread. The main hosts are sunflowers (Helianthus annuus); however, it has been proven that safflower (Carthamus tinctorius), noogoora burr (Xanthium pungens), cocklebur (Xanthium strumarium), and Bathurst burr (Xanthium spinosum) can serve as alternative hosts for the pathogen."
1713,sunflower,"L. taurica is the pathogen responsible for powdery mildew on onions, but it can also infect peppers, tomatoes, eggplant, cotton, and garlic. While L. taurica can infect many different plants it is actually very host specific. Different races of L. taurica can only infect certain crops, and even specific cultivars within the same crop. An accurate way to describe its host specificity is that this disease is, “a composite species consisting of many host-specific races."" Symptoms of Onion Powdery Mildew (OPM) are usually seen as circular or oblong lesions that are 5 to 20 mm and have a chlorotic or necrotic appearance. The lesions appear on older leaves before the bulb of the onion begins to form, but also can occur on the younger leaves towards the end of the season. As the disease progresses signs of OPM can also be seen. On the lesions white mycelium can be found with conidiophores bearing either lanceolate or rounded condia."
1714,sunflower,"One of the most harmful seed and soil borne pathogens, Macrophomina phaseolina is a fungus that infects nearly 500 plant species in more than 100 families. The hosts include: peanut, cabbage, pepper, chickpea, soybean, sunflower, sweet potato, alfalfa, sesame, potato, sorghum, wheat, and corn, among others. The identification of isolates of M. phaseolina is usually based on morphology and efforts to divide the pathogen into subspecies, but because there are wide intraspecific variations in the phenotype of the isolates, these criteria are often not reliable. The failure to correctly detect and identify M. phaseolina using conventional culture-based morphological techniques has led scientists to develop nucleic acid-based molecular approaches, such as highly sensitive and specific polymerase chain reaction-based methods. Researchers have also recently created species-specific oligonucleotide primers and digoxigenin-labeled probes in hopes of better identifying and detecting M. phaseolina.The pathogen M. phaseolina affects the fibrovascular system of the roots and basal internodes of its host, impeding the transport of water and nutrients to the upper parts of the plant. As a result, progressive wilting, premature dying, loss of vigor, and reduced yield are characteristic symptoms of M. phaseolina infection. The fungus also causes many diseases like damping off, seedling blight, collar rot, stem rot, charcoal rot, basal stem rot, and root rot. Although brown lesions may form on the hypocotyls or emerging seedlings, many symptoms occur during or after flowering, including grey discoloration of the stem and taproots, shredding of plant tissue in the stem and top of the taproot, and hollowing of the stem. Small black dots may form beneath the epidermis of the lower stem and in the taproot, giving the stems and roots a charcoal-sprinkled appearance. When the epidermis is removed, small and black microsclerotia (a sign of the disease) may be so numerous that they give a greyish-black tint to the plant tissue. In addition, reddish-brown discoloration and black streaks can form in the pith and vascular tissues of the root and stem."
1715,sunflower,"These nematodes cause symptoms both on leaves and roots. Foliar symptoms of root-knot disease may be expressed at any time during the growing season. These symptoms of nematode damage on peanut plants range from stunting, yellowing, wilting and even plant death.  Ferris (1999–2012), also reported that nematodes cause yellowing; mid-day wilting; symptoms of water and nutrient stress; and sometimes death, especially if the nematode is interacting with other organisms.  They can appear in a peanut crop beginning about 100 days after planting or after periods of dry hot weather.  Areas of root-knot nematode damaged peanut are usually round to oblong in shape, and rows of infected plants may never overlap as those of healthy plants. It is common for plants to wilt and eventually die in areas where nematode populations are high.Root symptoms are similar to those caused by all nematodes including a reduction in number of feeder roots and root stunting, but root knot nematodes cause unique symptoms on roots and pods. Nematodes cause galls (knots) to form on both roots and pods of the peanut, and these galls are highly diagnostic for root-knot nematode presence compared to other nematodes affecting peanut. The presence of galls on roots, pegs and pods appears as single or multiple wart-like growths that may or may not be discolored. As root knot nematode infection progresses, and generally later in the season, secondary root and pod rots cause further damage and eventual death of the plants.Many soil-borne fungi, especially Sclerotium rolfsii (which causes southern stem rot) and Sclerotinia minor (which causes Sclerotinia blight), will infect the weakened peanut plants and cause more plant death. Root knot nematode infection of the peg weakens the peg so that it breaks during harvest, contributing to additional yield losses because the detached pods are then left in the soil. Infection of the pods leads to a decline in yield quality.The damage threshold, or the initial nematode population density at which peanut yields begin to decline, has been reported to be in the range of 1 to 10 eggs and second stage juveniles per 500 cm3 soil for M. arenaria on susceptible peanut cultivars."
1716,sunflower,"Plants affected by M. incognita present above ground symptoms of water- and nutrient-stress, yellowing, wilting, and stunting. Below ground galling on roots, bulbs, tubers is the typical symptom. Plant death may occur in high infestation level."
1717,sunflower,"Because there are so many different hosts for this pathogen, the symptoms are very variable. Common symptoms include abnormal leaf color, abnormal leaf form, wilting leaves, galls, swollen roots, reduced root system, dwarfing and senescence (Cabi 2018). This pathogen does the most damage when present in light soils with hot weather conditions (Alford 2012)."
1718,sunflower,"F. solani is a very generalistic fungal specie and has been known to infect peas, beans, potatoes, and many types of cucurbits. There has been increasing evidence that F. solani  can also act as a causal agent of mycoses in humans. F. solani can also cause damping off, corn rot, and root rot, as well as sudden death of soybeans(SDS). Symptoms include general plant decline, wilting, and large necrotic spots on tap roots. Recently the pathogen has also done serious damage to olive trees throughout the mediterranean. F. solani has been and remains a serious economic disease in North and South America."
1719,sunflower,"L. taurica is the pathogen responsible for powdery mildew on onions, but it can also infect peppers, tomatoes, eggplant, cotton, and garlic. While L. taurica can infect many different plants it is actually very host specific. Different races of L. taurica can only infect certain crops, and even specific cultivars within the same crop. An accurate way to describe its host specificity is that this disease is, “a composite species consisting of many host-specific races."" Symptoms of Onion Powdery Mildew (OPM) are usually seen as circular or oblong lesions that are 5 to 20 mm and have a chlorotic or necrotic appearance. The lesions appear on older leaves before the bulb of the onion begins to form, but also can occur on the younger leaves towards the end of the season. As the disease progresses signs of OPM can also be seen. On the lesions white mycelium can be found with conidiophores bearing either lanceolate or rounded condia."
1720,sunflower,"Stem canker on sunflower is caused by the fungal pathogen Phomopsis helianthi (teleomorph = Diaporthe helianthi). There are many ""Phomopsis"" species that have a broad host range, but ""Phomopsis helianthi"" is the primary pathogen that infects sunflower, although it has also been seen to infect other, secondary hosts. Some ""Phomopsis"" species have been found to be able to cause disease on several host genera.  Sunflower hosts that found in high densities are particularly susceptible to attack by the pathogen due to the microclimate  formed in crowded areas. This microclimate has a high humidity and allows for infection to proceed rapidly. There has also been recent molecular evidence to suggest there are several genetically distinct species of Phomopsis that can cause disease on the sunflower hosts.Initial symptoms of P. helianthi infection can be found at the attachment of petiole to the stem on the lower portion of the plant. Initial infection will cause brown necrotic regions with a chlorotic border. Eventually these regions will grow into larger, brown to tan lesions and eventually into large cankers. Cankers are found on the stem and will have a sunken border. Cankers can be long, up to 6 inches, but do not appear until flowering. Other early symptoms can include necrosis and bronzing of intervenial areas of leaves at or above the stem lesion. Wilting and death of leaves above the canker also occurs. Leaves above the site of inoculation can also show symptoms of being water soaked. This is sometimes accompanied by leave distortion.  Phomopsis stem canker is also characterized by extensive pith degradation to the point where the stalk is easily crushed under moderate thumb pressure. Wilting is also a typical symptom, and extensive wilting can eventually lead to lodging later in the season. Phomopsis also produces mycotoxins, which can cause additional symptoms such as premature ripening or early plant death.Disease identification is facilitated by observation of fruiting structures. Perithecia are found on cortical tissues and will produce globular to sub-cylindrical asci with two-celled ascospores. It has been observed that isolates from stem canker in the United States will readily form perithecia when grown in culture, but those from Europe will not. This suggests that there may be several species or biotypes of Phomopsis that cause stem canker worldwide. Pycnidia, the asexual fruiting bodies, can be detected on the stem and leaf lesions throughout the disease cycle. They are embedded in the tissue, dark brown and globular. The conidia come in two types, but the most common is beta conidia that are threadlike, hyaline and can be curled or straight."
1721,sunflower,"Phymatotrichopsis omnivora is a necrotic fungal pathogen that has a very broad host range, attacking almost 2000 dicotyledonous species. It inhabits alkaline, calcareous soils in southwestern United States. It particularly targets dicots as most monocots are immune. Economically important plant hosts affected by the pathogen include: peanuts, cotton, alfalfa, apple, pecans, and ornamental trees.First symptoms of disease is often chlorosis of the leaves then followed by browning and wilting. Two weeks of the first symptoms appear, the plant dies. In the field, infected cotton plants exhibit wilting in the mid to late summer form large circular patches and later die. Upon closer examination, the host plant's vascular system show extensive discoloration. Beneath the soil surface, other  observable signs are present. Distinctive cruciform branched hyphae develop on infected root tissue which are observable with compound microscope (Figure 1). In addition, taproots of the infect plant are covered in mycelial strands.   Another macroscopic sign are tan and white spore mats developed on the soil surface near the infected plants during favorable high moisture environmental conditions. Despite the name, these spore mats are not known to aid in dispersal. Although presence of the conidial phase on the spore mats is known, the function of the conidia remains unknown since conidial germination is rarely observed"
1722,sunflower,"Phymatotrichopsis omnivora is a necrotic fungal pathogen that has a very broad host range, attacking almost 2000 dicotyledonous species. It inhabits alkaline, calcareous soils in southwestern United States. It particularly targets dicots as most monocots are immune. Economically important plant hosts affected by the pathogen include: peanuts, cotton, alfalfa, apple, pecans, and ornamental trees.First symptoms of disease is often chlorosis of the leaves then followed by browning and wilting. Two weeks of the first symptoms appear, the plant dies. In the field, infected cotton plants exhibit wilting in the mid to late summer form large circular patches and later die. Upon closer examination, the host plant's vascular system show extensive discoloration. Beneath the soil surface, other  observable signs are present. Distinctive cruciform branched hyphae develop on infected root tissue which are observable with compound microscope (Figure 1). In addition, taproots of the infect plant are covered in mycelial strands.   Another macroscopic sign are tan and white spore mats developed on the soil surface near the infected plants during favorable high moisture environmental conditions. Despite the name, these spore mats are not known to aid in dispersal. Although presence of the conidial phase on the spore mats is known, the function of the conidia remains unknown since conidial germination is rarely observed"
1723,sunflower,"Phytoplasmas can infect and cause various symptoms in more than 700 plant species. One characteristic symptom is abnormal floral organ development including phyllody (i.e., the production of leaf-like structures in place of flowers) and virescence (i.e., the development of green flowers attributable to a loss of pigment by petal cells). Phytoplasma-harboring flowering plants may nevertheless be sterile. The expression of genes involved in maintaining the apical meristem or in the development of floral organs is altered in the morphologically affected floral organs of phytoplasma-infected plants.A phytoplasma infection often triggers leaf yellowing, probably due to the presence of phytoplasma cells in phloem, which can affect phloem function and carbohydrate transport, inhibit chlorophyll biosynthesis, and trigger chlorophyll breakdown. These symptoms may be attributable to stress caused by the infection rather than a specific pathogenetic process.Many phytoplasma-infected plants develop a bushy or ""witches' broom"" appearance due to changes in their normal growth patterns. Most plants exhibit apical dominance but infection can trigger the proliferation of axillary (side) shoots and a reduction in internode size. Such symptoms are actually useful in the commercial production of poinsettias. Infection triggers more axillary shoot production; the poinsettia plants thus produce more than a single flower."
1724,sunflower,"Plasmopara halstedii is an obligate biotroph that attacks the flowering plants of the family Asteraceae, found to infect the genus’ Helianthus, Bidens, Artemisia, and Xanthium. The pathogen has the strongest impact on Helianthus, degrading flower yields in the species H. argophyllus, H. debilis, H. petiolaris and H. annuus. H. annuus, the common sunflower, is also the most common host of P. halstedii. Xanthium strumarium, the common cocklebur, and Ambrosia artemisiifolia, or ragweed, have been shown to act as significant wild hosts.Plasmopara halstedii causes significant yield losses due to the production of infertile sunflowers. Infertility due to P. halstedii is a result of sporulation on the flowering bodies as well as seed damping off due to root infection. Other symptoms include plant stunting, chlorosis, root browning and alteration of secondary metabolism of infected plants.As an oomycete, P. halstedii releases motile zoospores as secondary inoculum. In these cases, secondary infection symptoms are much less severe than primary symptoms. A sign of the disease is the “typical downy appearance” resulting from sporulation on the bottom surface of the leaves."
1725,sunflower,"Root lesion nematodes infect a great variety of hosts. Pratylenchus penetrans alone has over 350 host plants. They include agricultural crops such as soybeans, potatoes, corn, bananas, and wheat. The genus is found most often in corn. Signs of disease are similar in most plants and generally include necrotic lesions of the roots. The lesions can also be entrances for pathogenic bacteria and fungi, which produce secondary infections. Above ground the plant becomes stunted, chlorotic, and wilted, and it often dies. A crop field may be patchy as plants wither and die. Root lesion nematodes can cause significant yield losses."
1726,sunflower,"Pseudomonas cichorii is non-host specific as it does not infect just one host. Its host range includes lettuce, pepper, celery, coffee, wheat, basil and several other host plants. Symptoms of the causal agent vary depending on the host and the area of the plant infected. In general, pseudomonas cichorii is seen to cause leaf blighting and spotting. The first appearance of symptoms involves a water soaked lesion that develops at the edge of the leaf, midvein or randomly across the leaf  These lesions progressively turn black or brown and may be surrounded by yellow halos. These lesions also often “coalesce and progress to severe leaf blight under favorable conditions for the bacterium.” When the infected leaves become dry, the spots often look brittle and crack."
1727,sunflower,"Pythium aphanidermatum is responsible for pre- and post-emergence damping off.  Pre-emergence damping off is when the seed is infected prior to germination.  This can result in poor or no germination, and is observable as a browning or rotting of the seed.  Post-emergence damping off takes place after germination and results in a thinning, water-soaked stem near the plant collar, which eventually causes the collapse of the plant.  P. aphanidermatum can also cause root rot.  Symptoms of root rot include stunted growth, chlorotic leaves, leaf drop, and wilting.  The infection begins at the root tip, and can cause the infected region to lose its protective outer layer, exposing the inner root to other pathogens"
